platform,post_id,comment,topic,neg_sentiment (%),pos_sentiment (%),neu_sentiment (%),sentiment_label,actionable_insight,2025-09-03
tiktok,7545241923880095009,يسدد بثقه عجيبة وكانه الحارس صديقه وواثق فيه,Shooting confidence,7.66,50.98,41.36,positive,→ Recommendation: Assess the player's confidence in his shooting ability through targeted training.,2025-09-03
tiktok,7545241923880095009,,Dismissive comment (Premier League),45.25,7.62,47.13,neutral,→ Recommendation: Dismiss Premier League comparisons to focus on PSV's strengths.,2025-09-03
tiktok,7545241923880095009,this one no concern us for premier League 😏,Player strength/ability,30.27,13.62,56.11,neutral,→ Recommendation: Evaluate the player’s strength and ability through analysis of past performances.,2025-09-03
tiktok,7545241923880095009,Il est fort inh,Emoji reaction (positive),7.59,46.02,46.39,neutral,→ Recommendation: Actively refute the Arsenal transfer rumor to manage fan expectations.,2025-09-03
tiktok,7545241923880095009,Le burkinabé,Player origin (Burkina Faso),9.42,10.49,80.09,neutral,→ Recommendation: Provide detailed scouting reports comparing the player to top performers.,2025-09-03
tiktok,7545241923880095009,🥰🥰🥰,Emoji reaction (positive),8.42,83.15,8.42,positive,→ Recommendation: Analyze the player's debut performance and identify areas for improvement.,2025-09-03
tiktok,7545241923880095009,He played in Chelsea too,Previous club (Chelsea),7.96,21.53,70.51,neutral,→ Recommendation: Highlight positive player moments in marketing materials to build excitement.,2025-09-03
tiktok,7545241923880095009,"Fica mostrando demais viu, jaja vem um e leva",Player overconfidence,30.41,8.51,61.08,neutral,→ Recommendation: Determine the player's opponents during matches for strategic analysis.,2025-09-03
tiktok,7545241923880095009,wait until they sign up for Manchester united,Transfer speculation (Man Utd),8.52,10.26,81.22,neutral,UNKNOWN,2025-09-03
tiktok,7545241923880095009,c'est quoi ce pied gauche on dirais un mélange de messi et yamal,"Player Comparison (Messi, Yamal)",8.41,13.96,77.63,neutral,UNKNOWN,2025-09-03
tiktok,7545241923880095009,Il a mis le jeux en débutant ou quoi,Player debut performance,8.03,23.57,68.4,neutral,UNKNOWN,2025-09-03
tiktok,7545241923880095009,people dey ball o,Player performance (positive),7.65,41.53,50.82,neutral,UNKNOWN,2025-09-03
tiktok,7545241923880095009,ذا يلعب مع متقاعدين ولا وش,Player opponent level,19.91,10.94,69.14,neutral,UNKNOWN,2025-09-03
tiktok,7545241923880095009,,,15.81,19.73,64.45,neutral,Implement defensive drills focused on quicker reactions.,2025-09-03
tiktok,7545241923880095009,"bel piede , ma i difensori dormono",Defender sleepiness,12.08,22.16,65.77,neutral,→ Improve defender alertness and decision-making in training.,2025-09-03
tiktok,7545241923880095009,wow,,13.27,48.99,37.75,positive,→ Highlight key player strengths in marketing materials.,2025-09-03
tiktok,7545241923880095009,He is a good player but he his playing in easy league with easy opponents because all this nonsense dribble can't happen like this in epl at the moment,Mudryk tactics,24.53,28.12,47.35,neutral,→ Develop strategies to counter opponents' dribbling attacks.,2025-09-03
tiktok,7545241923880095009,😂😂,Harmless banter,30.18,23.52,46.3,neutral,→ Engage with fan reactions to foster community dialogue.,2025-09-03
tiktok,7545241923880095009,👍👍👍,,8.54,82.93,8.54,positive,→ Analyze training data to identify player performance trends.,2025-09-03
tiktok,7545241923880095009,don't fork with lefties🔥,Political commentary,33.0,13.84,53.16,neutral,→ Explore tactical adjustments to counter specific rivalries.,2025-09-03
tiktok,7545241923880095009,Q fácil lo hace ver,Diaz tactics,13.16,11.15,75.7,neutral,→ Moderate comments to maintain a respectful online environment.,2025-09-03
tiktok,7545241923880095009,بيتراند تراوري لاعل تشلسي السابق,Mudryk Chelsea,14.89,15.47,69.64,neutral,→ Investigate alternative training methods for enhanced player fitness.,2025-09-03
tiktok,7545241923880095009,😳😳😳,Shock/Disbelief,57.34,9.96,32.69,negative,→ Assess Mudryk's performance against diverse defensive setups.,2025-09-03
tiktok,7545241923880095009,beltez cl,,9.3,14.06,76.65,neutral,→ Promote positive messages to uplift fan morale and support.,2025-09-03
tiktok,7545241923880095009,Meilleur que yamal,Musiala comparison,21.15,12.19,66.66,neutral,→ Analyze fan sentiment to refine marketing campaigns.,2025-09-03
tiktok,7545241923880095009,"al Sunderland no tan facil lo mandarán a la premier chip,se ha reforzado bien y este tipo es muy bueno 😃",Diaz tactics,8.1,34.89,57.02,neutral,→ Evaluate defensive strategies against teams with strong attackers.,2025-09-03
tiktok,7545241923880095009,Funny league,Harmless banter,14.03,50.78,35.18,positive,→ Adjust training based on player capabilities and opponent strengths.,2025-09-03
tiktok,7545241923880095009,昔から自分の得意な形とかがあるからこんな簡単そうにカットインできてるんやろうな。久保も複数人の時は中行ったりするけど1.1の時は全然中切り込まんし、もう少し怖がらずに中に仕掛ければいいのに,Kubo tactics,14.51,9.97,75.52,neutral,→ Monitor transfer rumors and player interest.,2025-09-03
tiktok,7545241923880095009,Keep soaring higher,Positive encouragement,8.53,82.95,8.53,positive,→  Develop training scenarios incorporating defensive pressure.,2025-09-03
tiktok,7545241923880095009,🥰🥰🥰,Positive encouragement,8.4,83.2,8.4,positive,→  Review game footage to identify tactical weaknesses.,2025-09-03
tiktok,7545241923880095009,แมนยูต้องการเลยแบบนี้😂😂,Man Utd interest,11.52,17.88,70.6,neutral,→  Continue to build momentum and excitement around the team.,2025-09-03
tiktok,7545241923880095009,which kind league b this one,League difficulty,51.2,7.65,41.15,negative,→  Create content celebrating player achievements and growth.,2025-09-03
tiktok,7545241923880095009,🥰🥰🥰🥰🥰🥰🥰🥰,Positive encouragement,8.4,83.2,8.4,positive,UNKNOWN,2025-09-03
tiktok,7545241923880095009,"famoso não é força, é jeito!",Neres’ fitness,7.62,39.98,52.41,neutral,→ Recommendation: Implement specific fitness drills for Neres to enhance his speed and agility.,2025-09-03
tiktok,7545241923880095009,David Neres ReGen,Football difficulty,8.61,10.45,80.94,neutral,→ Recommendation: Analyze Adebayo’s movements to identify opportunities for improved passing and shooting.,2025-09-03
tiktok,7545241923880095009,bruh is literally making football look easy😂,Adebayo’s movement,9.32,60.96,29.72,positive,→ Recommendation: Develop content highlighting PSV’s success against Ajax to strengthen fan confidence.,2025-09-03
tiktok,7545241923880095009,proximo. stat de real,Real Madrid interest,8.51,10.08,81.41,neutral,→ Recommendation: Publicly acknowledge player praise to foster a positive team environment.,2025-09-03
tiktok,7545241923880095009,He is a brilliant player,Player praise,8.46,83.08,8.46,positive,→ Recommendation: Explore Traore’s movement style for potential strategic incorporation into the team's tactics.,2025-09-03
tiktok,7545241923880095009,pergerakannya mirip adebayor,Traore’s legend status,7.61,47.29,45.1,positive,→ Recommendation: Provide support and resources to fans experiencing emotional distress.,2025-09-03
tiktok,7545241923880095009,ወይኔ በላቸው 😭😭,Emotional distress,62.0,7.84,30.15,negative,→ Recommendation: Create content celebrating player skill and creativity to boost fan engagement.,2025-09-03
tiktok,7545241923880095009,genius👌💯,Player appreciation,8.54,82.47,8.99,positive,→ Recommendation: Analyze how opponents mark the player to devise defensive strategies.,2025-09-03
tiktok,7545241923880095009,effortlessly,Player’s skill,7.87,27.72,64.41,neutral,→ Recommendation: Investigate potential interest from Man U to explore future transfer possibilities.,2025-09-03
tiktok,7545241923880095009,y si alguien lo marca?,Marking challenge,8.5,10.41,81.09,neutral,→ Recommendation: Evaluate the player’s height and incorporate it into scouting reports.,2025-09-03
tiktok,7545241923880095009,Here we go Man U player 15000000€,Man U player 15000000€,15.02,27.18,57.8,neutral,→ Recommendation: Generate content promoting positivity and appreciation within the fan base.,2025-09-03
tiktok,7545241923880095009,такой высокий но не дерево вобще шикарно,Player’s height,8.93,13.48,77.59,neutral,→ Recommendation: Highlight Traore’s legacy to solidify his status as a club legend.,2025-09-03
tiktok,7545241923880095009,🥰🥰🥰,Positive sentiment,8.41,83.18,8.41,positive,→ Recommendation: Address fan requests for song information through dedicated channels.,2025-09-03
tiktok,7545241923880095009,Traore legend,Traore’s legend status,7.83,66.65,25.51,positive,→ Recommendation: Fuel player motivation with performance-based rewards and recognition.,2025-09-03
tiktok,7545241923880095009,Name of the song pls,Song request,15.24,15.25,69.51,neutral,→ Recommendation: Clarify the player’s playing style through instructional content for fans.,2025-09-03
tiktok,7545241923880095009,💪💪💪,Player motivation,7.93,68.82,23.25,positive,→ Recommendation: Encourage fans to suggest EPL/Bundesliga moves to gauge interest.,2025-09-03
tiktok,7545241923880095009,🥰🥰🥰,Positive sentiment,8.41,83.18,8.41,positive,→ Recommendation:  Analyze the player's height for its impact on defensive and offensive play.,2025-09-03
tiktok,7545241923880095009,non c'est pas clair ça manière de jouer au foot,Questionable playing style,65.45,7.82,26.72,negative,UNKNOWN,2025-09-03
tiktok,7545241923880095009,Is he using a script 😏. Let him come to EPL or Bundesliga. I want to see something please,EPL/Bundesliga ambition,21.26,17.52,61.21,neutral,UNKNOWN,2025-09-03
tiktok,7545241923880095009,ben niet voor ajax maar wat een speler,Criticism of playing style,20.95,9.32,69.72,neutral,UNKNOWN,2025-09-03
tiktok,7545241923880095009,This point where he changed direction so quick 🥹,Player movement adjustment,9.96,23.03,67.01,neutral,→ Recommendation: Analyze player movement patterns to identify and correct sudden directional changes.,2025-09-03
tiktok,7545241923880095009,dəməyimizi dağıdajax,Derogatory team reference,48.54,7.67,43.79,negative,→ Recommendation: Develop a strategy to counter negative comparisons with Ajax.,2025-09-03
tiktok,7545241923880095009,🥰🥰🥰,Positive sentiment,8.41,83.18,8.41,positive,→ Recommendation: Leverage overwhelmingly positive fan sentiment in marketing campaigns.,2025-09-03
tiktok,7545241923880095009,definition of nonchalant,Player demeanor observation,29.37,12.05,58.58,neutral,→ Recommendation: Observe and evaluate the player’s demeanor for potential adjustments.,2025-09-03
tiktok,7545241923880095009,🥰🥰🥰,Positive sentiment,8.41,83.18,8.41,positive,→ Recommendation: Quantify and analyze the player’s confidence levels during key moments.,2025-09-03
tiktok,7545241923880095009,"el saber,lo hace ver tan fácil",Player confidence assessment,12.25,13.09,74.65,neutral,→ Recommendation: Assess the player's ability to execute scoring opportunities with ease.,2025-09-03
tiktok,7545241923880095009,ça à l'air facile pour lui,Player ease of scoring,8.2,25.46,66.34,neutral,→ Recommendation: Track the frequency of successful scoring patterns for tactical analysis.,2025-09-03
tiktok,7545241923880095009,😎😎😎,Positive sentiment,8.53,82.95,8.53,positive,→ Recommendation: Evaluate the player’s composure under pressure and during goal-scoring situations.,2025-09-03
tiktok,7545241923880095009,tak berlaku di EPL🗿😂,Comparative criticism (EPL),45.72,7.68,46.6,neutral,→ Recommendation: Compare the player’s performance to Antony to identify specific areas for improvement.,2025-09-03
tiktok,7545241923880095009,Same move much goals 🥺🔥,Goal scoring repetition,7.86,65.81,26.33,positive,→ Recommendation: Amplify positive fan reactions across all communication channels.,2025-09-03
tiktok,7545241923880095009,If ice-cold was a person!🔥,Player composure assessment,10.79,45.96,43.25,positive,→ Recommendation: Investigate the player's passing technique and refine it for greater effectiveness.,2025-09-03
tiktok,7545241923880095009,Another Antony,Player comparison (Antony),9.42,15.14,75.44,neutral,→ Recommendation: Examine the player’s calmness and focus in high-pressure scoring scenarios.,2025-09-03
tiktok,7545241923880095009,😂😂😂,Positive sentiment,8.16,74.91,16.93,positive,→ Recommendation: Study the player's scoring methods and optimize for variation.,2025-09-03
tiktok,7545241923880095009,This guy can score with a pass,Player scoring ability,7.69,60.1,32.21,positive,→ Recommendation: Detail the difficulty level of the player’s goals for scouting and analysis.,2025-09-03
tiktok,7545241923880095009,So calm.. 👏👏,Player calmness assessment,8.09,73.59,18.32,positive,→ Recommendation: Explore the player’s playing style and incorporate elements for a more dynamic approach.,2025-09-03
tiktok,7545241923880095009,"Un gran jugador, hace ver qué son fáciles los goles,pero no es así!!!",Goal scoring difficulty critique,20.26,22.87,56.86,neutral,→ Recommendation: Evaluate the defensive line’s effort and movement during matches.,2025-09-03
tiktok,7545241923880095009,kaka style,Player playing style reference,8.69,8.69,82.61,neutral,→ Recommendation: Examine the player's passing range and accuracy for tactical planning.,2025-09-03
